timestamp,status,question_id,phase,order_no,line_no,generator,success,question,drug_name,error,resolved_drug_name,routed_doc_type,routed_sections,hit_count,retrieval_seconds,generation_seconds,total_seconds,estimated_context_chars,estimated_context_tokens,estimated_prompt_chars,estimated_prompt_tokens,estimated_answer_chars,estimated_answer_tokens,command
2026-03-25T05:52:43,queued,5fd8a47266b00d53,non_ollama,78,160,none,,Summarize the Risk Management Plan for this drug.,chlorhexidine gluconate,,,,,,,,,,,,,,,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""Summarize the Risk Management Plan for this drug."" --drug-name ""chlorhexidine gluconate"""
2026-03-25T05:52:43,queued,3171817cf4856edd,non_ollama,79,161,none,,What are the important identified risks in the RMP?,chlorhexidine gluconate,,,,,,,,,,,,,,,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""What are the important identified risks in the RMP?"" --drug-name ""chlorhexidine gluconate"""
2026-03-25T05:52:43,queued,52d547d1423cbcfa,non_ollama,80,162,none,,What are the important potential risks in the RMP?,chlorhexidine gluconate,,,,,,,,,,,,,,,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""What are the important potential risks in the RMP?"" --drug-name ""chlorhexidine gluconate"""
2026-03-25T05:52:43,queued,67651d7c647ccd15,non_ollama,81,163,none,,What important missing information is listed in the RMP?,chlorhexidine gluconate,,,,,,,,,,,,,,,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""What important missing information is listed in the RMP?"" --drug-name ""chlorhexidine gluconate"""
2026-03-25T05:52:43,queued,0e82b4dde40f7441,non_ollama,82,164,none,,What routine pharmacovigilance activities are described in the RMP?,chlorhexidine gluconate,,,,,,,,,,,,,,,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""What routine pharmacovigilance activities are described in the RMP?"" --drug-name ""chlorhexidine gluconate"""
2026-03-25T05:52:43,queued,bcc6e75359ddae6d,non_ollama,83,165,none,,What additional pharmacovigilance activities are described?,chlorhexidine gluconate,,,,,,,,,,,,,,,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""What additional pharmacovigilance activities are described?"" --drug-name ""chlorhexidine gluconate"""
2026-03-25T05:52:43,queued,71a2237a54f170cb,non_ollama,84,166,none,,What routine risk minimization activities are described?,chlorhexidine gluconate,,,,,,,,,,,,,,,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""What routine risk minimization activities are described?"" --drug-name ""chlorhexidine gluconate"""
2026-03-25T05:52:43,queued,aaf0f057d1b21b2b,non_ollama,85,167,none,,What additional risk minimization materials are planned for patients or healthcare professionals?,chlorhexidine gluconate,,,,,,,,,,,,,,,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""What additional risk minimization materials are planned for patients or healthcare professionals?"" --drug-name ""chlorhexidine gluconate"""
2026-03-25T05:52:43,queued,34cd7b26f1ecf94b,non_ollama,86,168,none,,What effectiveness-related concerns are included in the RMP?,chlorhexidine gluconate,,,,,,,,,,,,,,,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""What effectiveness-related concerns are included in the RMP?"" --drug-name ""chlorhexidine gluconate"""
2026-03-25T05:52:43,queued,84a8b02aec19b5f0,non_ollama,87,169,none,,What does the interview form or RMP say about RMP-related risks?,chlorhexidine gluconate,,,,,,,,,,,,,,,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""What does the interview form or RMP say about RMP-related risks?"" --drug-name ""chlorhexidine gluconate"""
2026-03-25T05:52:43,queued,077cc1a75edd68a5,non_ollama,88,170,none,,What are the important identified risks and potential risks in the RMP documents?,chlorhexidine gluconate,,,,,,,,,,,,,,,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""What are the important identified risks and potential risks in the RMP documents?"" --drug-name ""chlorhexidine gluconate"""
2026-03-25T05:52:43,queued,82f7ae1c7367d3cd,non_ollama,89,171,none,,"Summarize the full RMP including risks, monitoring, and risk minimization actions.",chlorhexidine gluconate,,,,,,,,,,,,,,,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""Summarize the full RMP including risks, monitoring, and risk minimization actions."" --drug-name ""chlorhexidine gluconate"""
2026-03-25T05:52:43,queued,bf757915386b362e,non_ollama,90,179,none,,What recent safety label changes mention this drug?,chlorhexidine gluconate,,,,,,,,,,,,,,,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""What recent safety label changes mention this drug?"" --drug-name ""chlorhexidine gluconate"""
2026-03-25T05:52:43,queued,c725efb9b08a6c12,non_ollama,91,180,none,,What new safety changes were issued for this drug?,chlorhexidine gluconate,,,,,,,,,,,,,,,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""What new safety changes were issued for this drug?"" --drug-name ""chlorhexidine gluconate"""
2026-03-25T05:52:43,queued,e144d2b3b759e09e,non_ollama,92,181,none,,"Are there safety warnings about fulminant hepatitis, severe skin reactions, or interstitial pneumonia?",chlorhexidine gluconate,,,,,,,,,,,,,,,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""Are there safety warnings about fulminant hepatitis, severe skin reactions, or interstitial pneumonia?"" --drug-name ""chlorhexidine gluconate"""
2026-03-25T05:52:43,queued,ca7e93d3bf674640,non_ollama,93,182,none,,Are there severe skin reaction warnings in recent safety notices?,chlorhexidine gluconate,,,,,,,,,,,,,,,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""Are there severe skin reaction warnings in recent safety notices?"" --drug-name ""chlorhexidine gluconate"""
2026-03-25T05:52:43,queued,0bc8bc1eb040b655,non_ollama,94,183,none,,Which safety notices mention liver dysfunction or hepatitis?,chlorhexidine gluconate,,,,,,,,,,,,,,,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""Which safety notices mention liver dysfunction or hepatitis?"" --drug-name ""chlorhexidine gluconate"""
2026-03-25T05:52:43,queued,15f922b22a56c518,non_ollama,95,184,none,,"Are there warnings related to pregnancy, fetal risk, or oligohydramnios?",chlorhexidine gluconate,,,,,,,,,,,,,,,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""Are there warnings related to pregnancy, fetal risk, or oligohydramnios?"" --drug-name ""chlorhexidine gluconate"""
2026-03-25T05:52:43,queued,38a6e5c84f486012,non_ollama,96,185,none,,Are there warnings about HBV reactivation or immunologic risks?,chlorhexidine gluconate,,,,,,,,,,,,,,,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""Are there warnings about HBV reactivation or immunologic risks?"" --drug-name ""chlorhexidine gluconate"""
2026-03-25T05:52:43,queued,2d86887a67cab81d,non_ollama,97,186,none,,Are there metabolism-related warnings such as CYP2D6 ultrarapid metabolizer risk?,chlorhexidine gluconate,,,,,,,,,,,,,,,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""Are there metabolism-related warnings such as CYP2D6 ultrarapid metabolizer risk?"" --drug-name ""chlorhexidine gluconate"""
2026-03-25T05:52:43,queued,23b86b2804b75e5d,non_ollama,98,200,none,,Are there warnings about thyroid dysfunction or systemic iodine absorption?,chlorhexidine gluconate,,,,,,,,,,,,,,,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""Are there warnings about thyroid dysfunction or systemic iodine absorption?"" --drug-name ""chlorhexidine gluconate"""
2026-03-25T05:52:43,queued,2a1c070717c7f660,non_ollama,99,225,none,,Are there formulation-related precautions for pregnancy or breastfeeding?,chlorhexidine gluconate,,,,,,,,,,,,,,,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""Are there formulation-related precautions for pregnancy or breastfeeding?"" --drug-name ""chlorhexidine gluconate"""
2026-03-25T05:52:43,queued,fe7f3429a0d7df05,non_ollama,100,226,none,,Are there warnings related to thyroid disorders or systemic absorption?,chlorhexidine gluconate,,,,,,,,,,,,,,,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""Are there warnings related to thyroid disorders or systemic absorption?"" --drug-name ""chlorhexidine gluconate"""
2026-03-25T05:52:43,queued,806dd478ce66e0e2,non_ollama,101,251,none,,Show evidence from the contraindications section.,chlorhexidine gluconate,,,,,,,,,,,,,,,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""Show evidence from the contraindications section."" --drug-name ""chlorhexidine gluconate"" --json"
2026-03-25T05:52:43,queued,232d26f48366980b,non_ollama,102,252,none,,Show evidence from the warnings section.,chlorhexidine gluconate,,,,,,,,,,,,,,,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""Show evidence from the warnings section."" --drug-name ""chlorhexidine gluconate"" --json"
2026-03-25T05:52:43,queued,e08d6f2d359406ed,non_ollama,103,254,none,,Give the answer with citations and show the exact page references.,chlorhexidine gluconate,,,,,,,,,,,,,,,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""Give the answer with citations and show the exact page references."" --drug-name ""chlorhexidine gluconate"" --json"
2026-03-25T05:52:43,queued,6a29b4904ba46420,non_ollama,104,255,none,,Show the supporting evidence and source page files for the PK answer.,chlorhexidine gluconate,,,,,,,,,,,,,,,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""Show the supporting evidence and source page files for the PK answer."" --drug-name ""chlorhexidine gluconate"" --json"
2026-03-25T05:52:43,queued,e4066ff823164d81,non_ollama,105,256,none,,Which pages were used to answer the question on stability?,chlorhexidine gluconate,,,,,,,,,,,,,,,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""Which pages were used to answer the question on stability?"" --drug-name ""chlorhexidine gluconate"" --json"
2026-03-25T05:52:43,queued,70108c2251aee79f,non_ollama,106,267,none,,What are the key warnings and contraindications for chlorhexidine gluconate?,chlorhexidine gluconate,,,,,,,,,,,,,,,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""What are the key warnings and contraindications for chlorhexidine gluconate?"" --drug-name ""chlorhexidine gluconate"""
2026-03-25T05:52:43,queued,eb25ef97d1821ec7,non_ollama,107,269,none,,"Please summarize the detailed pharmacokinetic profile including absorption, metabolism, and elimination.",chlorhexidine gluconate,,,,,,,,,,,,,,,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""Please summarize the detailed pharmacokinetic profile including absorption, metabolism, and elimination."" --drug-name ""chlorhexidine gluconate"""
2026-03-25T05:52:43,queued,d0c18d13f76844f9,non_ollama,108,275,none,,What are the active ingredient and excipients?,chlorhexidine gluconate,,,,,,,,,,,,,,,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""What are the active ingredient and excipients?"" --drug-name ""chlorhexidine gluconate"" --top-k 3"
2026-03-25T05:52:43,queued,eae751154700da5d,non_ollama,109,276,none,,What are the active ingredient and excipients?,chlorhexidine gluconate,,,,,,,,,,,,,,,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""What are the active ingredient and excipients?"" --drug-name ""chlorhexidine gluconate"" --top-k 8"
2026-03-25T05:52:43,queued,d8519b2b1d879eb5,non_ollama,110,284,none,,Summarize all major risks.,chlorhexidine gluconate,,,,,,,,,,,,,,,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""Summarize all major risks."" --drug-name ""chlorhexidine gluconate"""
2026-03-25T05:52:43,queued,69658bec05d725f2,non_ollama,111,285,none,,Compare the warnings for alprazolam and abaloparatide.,chlorhexidine gluconate,,,,,,,,,,,,,,,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""Compare the warnings for alprazolam and abaloparatide."" --drug-name ""chlorhexidine gluconate"""
2026-03-25T05:53:22,done,728678169eb11f80,non_ollama,1,17,none,True,What are the key warnings and contraindications?,chlorhexidine gluconate,,chlorhexidine gluconate,,"contraindication, warning",6,38.9348,0.0,38.9361,3410,997,4294,1074,4272,1068,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""What are the key warnings and contraindications?"" --drug-name ""chlorhexidine gluconate"""
2026-03-25T05:53:57,done,f2f3fd6403cc606a,non_ollama,2,26,none,True,What are the contraindications?,chlorhexidine gluconate,,chlorhexidine gluconate,,contraindication,6,35.0547,0.0,35.0552,3950,1136,4832,1208,4525,1131,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""What are the contraindications?"" --drug-name ""chlorhexidine gluconate"""
2026-03-25T05:54:40,done,f0958f2bd1b35e11,non_ollama,3,27,none,True,What are the approved indications and dosage instructions?,chlorhexidine gluconate,,chlorhexidine gluconate,,"dosage, indication",6,42.7909,0.0,42.7914,5398,1482,6247,1562,5207,1302,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""What are the approved indications and dosage instructions?"" --drug-name ""chlorhexidine gluconate"""
2026-03-25T05:56:52,done,2fc910bdc227ecc2,non_ollama,4,28,none,True,What are the important precautions before using this drug?,chlorhexidine gluconate,,chlorhexidine gluconate,patient_guide,warning,6,132.269,0.0,132.2693,4459,1250,5318,1330,4775,1194,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""What are the important precautions before using this drug?"" --drug-name ""chlorhexidine gluconate"""
2026-03-25T05:58:56,done,bf6046ccf15730de,non_ollama,5,29,none,True,"Before using this drug, what should patients be careful about?",chlorhexidine gluconate,,chlorhexidine gluconate,patient_guide,,6,123.8006,0.0,123.801,4719,1314,5578,1394,4735,1184,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""Before using this drug, what should patients be careful about?"" --drug-name ""chlorhexidine gluconate"""
2026-03-25T06:01:24,done,0ef5fff7317acb98,non_ollama,6,30,none,True,Who should not use this drug?,chlorhexidine gluconate,,chlorhexidine gluconate,patient_guide,"contraindication, dosage",6,147.9889,0.0001,147.9893,5216,1440,6046,1512,5225,1306,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""Who should not use this drug?"" --drug-name ""chlorhexidine gluconate"""
2026-03-25T06:04:21,done,4d76915852199804,non_ollama,7,31,none,True,What should patients avoid while taking this drug?,chlorhexidine gluconate,,chlorhexidine gluconate,patient_guide,,6,176.8359,0.0,176.8364,4719,1314,5566,1392,4723,1181,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""What should patients avoid while taking this drug?"" --drug-name ""chlorhexidine gluconate"""
2026-03-25T06:05:11,done,fbf4ac72ea442773,non_ollama,8,32,none,True,What are the major adverse reactions and serious adverse events?,chlorhexidine gluconate,,chlorhexidine gluconate,,adverse_event,6,50.2947,0.0001,50.2951,4735,1328,5633,1408,4953,1238,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""What are the major adverse reactions and serious adverse events?"" --drug-name ""chlorhexidine gluconate"""
2026-03-25T06:08:09,done,961a7a7b5f6459d8,non_ollama,9,33,none,True,"Are there precautions for pediatric patients, elderly patients, pregnancy, or breastfeeding?",chlorhexidine gluconate,,chlorhexidine gluconate,patient_guide,"warning, pregnancy",6,178.3043,0.0,178.3049,3981,1133,4882,1220,4545,1136,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""Are there precautions for pediatric patients, elderly patients, pregnancy, or breastfeeding?"" --drug-name ""chlorhexidine gluconate"""
2026-03-25T06:40:25,done,9ec87f962d7181fe,non_ollama,10,34,none,True,"Show the pages that discuss warnings, contraindications, and precautions.",chlorhexidine gluconate,,chlorhexidine gluconate,,"contraindication, warning",6,1969.8412,0.0001,1969.8418,4635,1305,5553,1388,5131,1283,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""Show the pages that discuss warnings, contraindications, and precautions."" --drug-name ""chlorhexidine gluconate"" --json"
2026-03-25T06:41:29,done,35cc4ed5c5614ada,non_ollama,11,44,none,True,What are the active ingredient and excipients?,chlorhexidine gluconate,,chlorhexidine gluconate,,,6,64.1291,0.0001,64.1297,4005,1136,4850,1212,4177,1044,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""What are the active ingredient and excipients?"" --drug-name ""chlorhexidine gluconate"""
2026-03-25T06:42:21,done,8c125efea852179a,non_ollama,12,45,none,True,List the full qualitative composition of the product.,chlorhexidine gluconate,,chlorhexidine gluconate,,,6,52.3267,0.0,52.3274,5398,1483,6244,1561,5170,1292,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""List the full qualitative composition of the product."" --drug-name ""chlorhexidine gluconate"""
2026-03-25T06:43:19,done,33a2d61cdf60b488,non_ollama,13,46,none,True,What is the quantitative composition per unit dose?,chlorhexidine gluconate,,chlorhexidine gluconate,,dosage,6,57.3642,0.0,57.3648,5086,1405,5929,1482,5074,1268,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""What is the quantitative composition per unit dose?"" --drug-name ""chlorhexidine gluconate"""
2026-03-25T06:44:16,done,297451c6821b29f7,non_ollama,14,47,none,True,What dosage forms and strengths are available?,chlorhexidine gluconate,,chlorhexidine gluconate,,dosage,6,57.2119,0.0001,57.2124,5398,1482,6235,1559,5183,1296,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""What dosage forms and strengths are available?"" --drug-name ""chlorhexidine gluconate"""
2026-03-25T06:45:02,done,02551f863a48af23,non_ollama,15,48,none,True,Which excipients are present in the 50 mg and 100 mg tablets?,chlorhexidine gluconate,,chlorhexidine gluconate,,,6,45.8189,0.0,45.8196,3963,1124,4814,1204,4140,1035,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""Which excipients are present in the 50 mg and 100 mg tablets?"" --drug-name ""chlorhexidine gluconate"""
2026-03-25T06:45:40,done,7a10d8f07ac0a5f8,non_ollama,16,49,none,True,Are there differences in excipients between product strengths?,chlorhexidine gluconate,,chlorhexidine gluconate,,,6,38.291,0.0,38.2914,5399,1483,6254,1564,5179,1295,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""Are there differences in excipients between product strengths?"" --drug-name ""chlorhexidine gluconate"""
2026-03-25T06:46:18,done,e381822dfb9aa5d3,non_ollama,17,50,none,True,What formulation components are listed for this product?,chlorhexidine gluconate,,chlorhexidine gluconate,,,6,38.1164,0.0,38.1168,5399,1484,6249,1562,5174,1294,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""What formulation components are listed for this product?"" --drug-name ""chlorhexidine gluconate"""
2026-03-25T06:46:57,done,acdca310a8dbe6ef,non_ollama,18,51,none,True,Does the document distinguish the active ingredient from excipients?,chlorhexidine gluconate,,chlorhexidine gluconate,,,6,38.4764,0.0,38.4768,4612,1287,5475,1369,4601,1150,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""Does the document distinguish the active ingredient from excipients?"" --drug-name ""chlorhexidine gluconate"""
2026-03-25T06:47:39,done,1db6f72ea2d0e693,non_ollama,19,52,none,True,What pharmaceutical additives are mentioned in the label?,chlorhexidine gluconate,,chlorhexidine gluconate,,,6,42.3739,0.0001,42.3743,5216,1440,6075,1519,5183,1296,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""What pharmaceutical additives are mentioned in the label?"" --drug-name ""chlorhexidine gluconate"""
2026-03-25T06:48:21,done,62b5b489c3160a97,non_ollama,20,53,none,True,Show the composition section.,chlorhexidine gluconate,,chlorhexidine gluconate,,,6,41.5303,0.0,41.5307,5077,1406,5910,1478,5034,1258,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""Show the composition section."" --drug-name ""chlorhexidine gluconate"" --json"
2026-03-25T06:49:04,done,92a91366c9f28cfc,non_ollama,21,54,none,True,Show the excipient information only.,chlorhexidine gluconate,,chlorhexidine gluconate,,,6,43.7647,0.0,43.7651,4159,1174,4991,1248,4318,1080,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""Show the excipient information only."" --drug-name ""chlorhexidine gluconate"" --json"
2026-03-25T06:49:44,done,e3d67d1815b06a92,non_ollama,22,55,none,True,Extract the excipient list and dosage form.,chlorhexidine gluconate,,chlorhexidine gluconate,,dosage,6,39.8665,0.0,39.867,5398,1482,6232,1558,5180,1295,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""Extract the excipient list and dosage form."" --drug-name ""chlorhexidine gluconate"""
2026-03-25T06:50:29,done,f67962d040768917,non_ollama,23,56,none,True,Summarize the formulation composition and pharmaceutical properties.,chlorhexidine gluconate,,chlorhexidine gluconate,,,6,44.7445,0.0001,44.7449,5399,1484,6265,1566,5190,1298,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""Summarize the formulation composition and pharmaceutical properties."" --drug-name ""chlorhexidine gluconate"""
2026-03-25T06:51:13,done,8d2c5e5fc5c4994f,non_ollama,24,62,none,True,List all excipients in the formulation.,chlorhexidine gluconate,,chlorhexidine gluconate,,,6,44.3044,0.0001,44.3053,5398,1483,6229,1557,5155,1289,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""List all excipients in the formulation."" --drug-name ""chlorhexidine gluconate"""
2026-03-25T06:51:55,done,4f390cf146f6c64b,non_ollama,25,63,none,True,List all inactive ingredients.,chlorhexidine gluconate,,chlorhexidine gluconate,,,6,41.9731,0.0,41.9735,4005,1135,4830,1208,4156,1039,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""List all inactive ingredients."" --drug-name ""chlorhexidine gluconate"""
2026-03-25T06:52:36,done,ea250adb0619711c,non_ollama,26,64,none,True,What non-active ingredients are listed in this document?,chlorhexidine gluconate,,chlorhexidine gluconate,,,6,41.189,0.0,41.1894,4005,1136,4857,1214,4183,1046,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""What non-active ingredients are listed in this document?"" --drug-name ""chlorhexidine gluconate"""
2026-03-25T06:53:18,done,ee6768b46caf6c37,non_ollama,27,65,none,True,"Which excipients are likely used as diluents, binders, disintegrants, or lubricants?",chlorhexidine gluconate,,chlorhexidine gluconate,,,6,41.8315,0.0,41.8319,4098,1163,4995,1249,4522,1130,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""Which excipients are likely used as diluents, binders, disintegrants, or lubricants?"" --drug-name ""chlorhexidine gluconate"""
2026-03-25T06:53:58,done,2fe9daafec5f0726,non_ollama,28,66,none,True,"Which excipients are related to coating, coloring, or preservation?",chlorhexidine gluconate,,chlorhexidine gluconate,,,6,39.8393,0.0,39.8397,5399,1485,6266,1566,5192,1298,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""Which excipients are related to coating, coloring, or preservation?"" --drug-name ""chlorhexidine gluconate"""
2026-03-25T06:54:40,done,875079bf20a978b6,non_ollama,29,67,none,True,Which excipients may influence stability or manufacturability?,chlorhexidine gluconate,,chlorhexidine gluconate,interview_form,stability,6,41.7427,0.0,41.7431,5017,1392,5889,1472,5131,1283,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""Which excipients may influence stability or manufacturability?"" --drug-name ""chlorhexidine gluconate"""
2026-03-25T06:55:28,done,3e854ae8b80cee2f,non_ollama,30,68,none,True,"Which excipients may affect solubility, viscosity, or release characteristics?",chlorhexidine gluconate,,chlorhexidine gluconate,,,6,47.7939,0.0,47.7942,3538,1019,4413,1103,3942,986,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""Which excipients may affect solubility, viscosity, or release characteristics?"" --drug-name ""chlorhexidine gluconate"""
2026-03-25T06:56:12,done,3e6fe29634d162aa,non_ollama,31,69,none,True,Summarize excipient composition and likely formulation roles.,chlorhexidine gluconate,,chlorhexidine gluconate,,,6,44.1386,0.0,44.139,5077,1405,5939,1485,5063,1266,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""Summarize excipient composition and likely formulation roles."" --drug-name ""chlorhexidine gluconate"""
2026-03-25T06:56:53,done,e4be109889045630,non_ollama,32,75,none,True,Are there any warnings related to excipients?,chlorhexidine gluconate,,chlorhexidine gluconate,,warning,6,40.8468,0.0,40.8471,4459,1250,5305,1326,4731,1183,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""Are there any warnings related to excipients?"" --drug-name ""chlorhexidine gluconate"""
2026-03-25T06:57:33,done,6b0a829213a1014a,non_ollama,33,76,none,True,Are there any excipient-related contraindications or precautions?,chlorhexidine gluconate,,chlorhexidine gluconate,,"contraindication, warning",6,40.6224,0.0,40.6227,5144,1432,6054,1514,5279,1320,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""Are there any excipient-related contraindications or precautions?"" --drug-name ""chlorhexidine gluconate"""
2026-03-25T06:58:16,done,610139a57112b11c,non_ollama,34,77,none,True,Which excipients may cause hypersensitivity or intolerance?,chlorhexidine gluconate,,chlorhexidine gluconate,,,6,42.5761,0.0,42.5765,5327,1469,6194,1548,5193,1298,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""Which excipients may cause hypersensitivity or intolerance?"" --drug-name ""chlorhexidine gluconate"""
2026-03-25T06:58:57,done,f29eb0e14d1d7ef8,non_ollama,35,78,none,True,"Are there warnings about preservatives, dyes, coating agents, or alcohol-containing excipients?",chlorhexidine gluconate,,chlorhexidine gluconate,,warning,6,40.8562,0.0001,40.8567,4860,1350,5752,1438,4973,1243,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""Are there warnings about preservatives, dyes, coating agents, or alcohol-containing excipients?"" --drug-name ""chlorhexidine gluconate"""
2026-03-25T06:59:41,done,411590ca4f9a4093,non_ollama,36,79,none,True,"Are there warnings about sugars, polyols, or sodium content in the formulation?",chlorhexidine gluconate,,chlorhexidine gluconate,,warning,6,44.2258,0.0001,44.2263,4860,1350,5738,1434,4961,1240,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""Are there warnings about sugars, polyols, or sodium content in the formulation?"" --drug-name ""chlorhexidine gluconate"""
